[START][2025-06-05 13:21:12] LSP logging initiated
[WARN][2025-06-05 13:21:12] ...m/lsp/client.lua:1127	"server_request: no handler found for"	"workspace/diagnostic/refresh"
[ERROR][2025-06-05 13:21:12] ...lsp/handlers.lua:562	"Unhandled exception: MethodNotFound\nError: MethodNotFound\n    at handleResponse (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:606:48)\n    at handleMessage (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:443:20)\n    at Immediate.<anonymous> (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:413:30)\n    at process.processImmediate (node:internal/timers:505:21)"
[START][2025-06-05 13:26:59] LSP logging initiated
[WARN][2025-06-05 13:26:59] ...m/lsp/client.lua:1127	"server_request: no handler found for"	"workspace/diagnostic/refresh"
[ERROR][2025-06-05 13:26:59] ...lsp/handlers.lua:562	"Unhandled exception: MethodNotFound\nError: MethodNotFound\n    at handleResponse (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:606:48)\n    at handleMessage (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:443:20)\n    at Immediate.<anonymous> (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:413:30)\n    at process.processImmediate (node:internal/timers:505:21)"
[START][2025-06-05 16:45:36] LSP logging initiated
[WARN][2025-06-05 16:45:36] ...m/lsp/client.lua:1134	"server_request: no handler found for"	"workspace/diagnostic/refresh"
[ERROR][2025-06-05 16:45:36] ...lsp/handlers.lua:562	"Unhandled exception: MethodNotFound\nError: MethodNotFound\n    at handleResponse (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:606:48)\n    at handleMessage (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:443:20)\n    at Immediate.<anonymous> (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/mason/packages/json-lsp/node_modules/vscode-langservers-extracted/node_modules/vscode-jsonrpc/lib/common/connection.js:413:30)\n    at process.processImmediate (node:internal/timers:505:21)"
[START][2025-07-20 14:07:04] LSP logging initiated
[WARN][2025-07-20 14:07:04] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:07:11] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:07:12] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:43] .../lua/vim/lsp.lua:52	"method textDocument/definition is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:47] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:47] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:47] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:48] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:48] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[WARN][2025-07-20 14:08:48] .../lua/vim/lsp.lua:52	"method textDocument/hover is not supported by any of the servers registered for the current buffer"
[START][2025-07-20 14:13:44] LSP logging initiated
[ERROR][2025-07-20 14:13:44] ...p/_transport.lua:36	"rpc"	"taplo"	"stderr"	' INFO taplo: registered request handler method="initialize"\n'
[ERROR][2025-07-20 14:13:44] ...p/_transport.lua:36	"rpc"	"taplo"	"stderr"	' INFO taplo: registered request handler method="textDocument/foldingRange"\n INFO taplo: registered request handler method="textDocument/documentSymbol"\n INFO taplo: registered request handler method="textDocument/formatting"\n INFO taplo: registered request handler method="textDocument/completion"\n INFO taplo: registered request handler method="textDocument/hover"\n INFO taplo: registered request handler method="textDocument/documentLink"\n INFO taplo: registered request handler method="textDocument/semanticTokens/full"\n INFO taplo: registered request handler method="textDocument/rename"\n INFO taplo: registered request handler method="textDocument/prepareRename"\n INFO taplo: registered notification handler method="textDocument/didOpen"\n INFO taplo: registered notification handler method="textDocument/didSave"\n INFO taplo: registered notification handler method="textDocument/didChange"\n INFO taplo: registered notification handler method="workspace/didChangeConfiguration"\n INFO taplo: registered notification handler method="initialized"\n INFO taplo: registered request handler method="taplo/convertToToml"\n INFO taplo: registered request handler method="taplo/listSchemas"\n INFO taplo: registered request handler method="taplo/associatedSchema"\n INFO taplo: registered notification handler method="taplo/associateSchema"\n INFO taplo: registered request handler method="taplo/convertToJson"\n INFO taplo: registered notification handler method="textDocument/didClose"\n INFO taplo: registered notification handler method="workspace/didChangeWorkspaceFolders"\n'
[ERROR][2025-07-20 14:13:44] ...p/_transport.lua:36	"rpc"	"taplo"	"stderr"	' INFO taplo: LSP server listening transport="stdio"\n'
[ERROR][2025-07-20 14:13:45] ...p/_transport.lua:36	"rpc"	"taplo"	"stderr"	" WARN taplo:initialize:initialize: failed to fetch catalog error=error sending request for url (https://www.schemastore.org/api/json/catalog.json): error trying to connect: invalid peer certificate: UnknownIssuer\n\nCaused by:\n    0: error trying to connect: invalid peer certificate: UnknownIssuer\n    1: invalid peer certificate: UnknownIssuer self.root=file:///Users/mahd/DEV/simplesql\n"
[ERROR][2025-07-20 14:13:45] ...p/_transport.lua:36	"rpc"	"taplo"	"stderr"	"ERROR taplo:initialize:initialize: failed to add schemas from catalog error=error sending request for url (https://www.schemastore.org/api/json/catalog.json): error trying to connect: invalid peer certificate: UnknownIssuer self.root=file:///Users/mahd/DEV/simplesql\n"
[ERROR][2025-07-20 14:17:23] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:27] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:32] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:49] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:49] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:50] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:17:52] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:20:25] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
[ERROR][2025-07-20 14:20:26] ...lsp/handlers.lua:562	'[default] unhandledRejection: BugIndicatingError: Invalid range: [18, 1) from {"end":{"character":0,"line":1},"start":{"character":18,"line":0}}\n    at m0e.editFromLspContentChange (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:193:23)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:55\n    at Array.map (<anonymous>)\n    at m0e.editFromLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:179:41)\n    at m0e.applyLspContentChanges (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:166:28)\n    at Yj.onDidChangeLspDocument (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:79:17)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/lib/src/nextEditSuggestions/observableLspWorkspace.ts:59:18\n    at EventEmitter.emit (node:events:507:28)\n    at Fme.update (/Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:69:26)\n    at /Users/mahd/DEV/dotfiles-macos/.local/share/nvim/lazy/copilot.vim/copilot-language-server/agent/src/textDocumentManager.ts:138:66'
